ts,family,market,side,qty,px,purpose,est_day,rested_h,fair,band_lo,band_hi,conf,touch_bid,touch_ask,conc,pos_after,why,oid
1789369120.5,politics,ussewc-usse-sd-2026-11-03-rep,SELL,-1.09,0.91,fix,,27.17,,,,,,,,,size trimmed by 1.09 to the exchange's count (order CF4RE10D2TN1),CF4RE10D2TN1
1789369120.5,politics,enwc-uspres-nom-rep-2028-tuccar,SELL,-15.03,0.04,fix,0.0188,54.25,,1,5,0.454,0.02,0.03,-0.01,-0.03,size trimmed by 15.03 to the exchange's count (order CE5R6YXEWTN3),CE5R6YXEWTN3
1789369120.5,politics,enwc-uspres-nom-rep-2028-tuccar,SELL,-7.94,0.04,fix,0.0475,53.9,,1,4,0.005,0.02,0.03,-0.02,15.03,size trimmed by 7.94 to the exchange's count (order CE5R6YXEWTN3),CE5R6YXEWTN3
1789369120.5,politics,paccc-usse-midterms-2026-11-03-rep,BUY,57,0.523,backfill,,0.65,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFWZVVN6YTN3
1789369120.5,politics,paccc-usho-midterms-2026-11-03-dem,BUY,79,0.846,backfill,,3.55,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFTV4GEX6TN5
1789369120.5,nfl,tec-nfl-afcsouth-2027-01-10-w-hou,SELL,-0.1,0.42,fix,,1.14,,,,,,,,,size trimmed by 0.1 to the exchange's count (order CFKCW23MJTMQ),CFKCW23MJTMQ
1789369200.3,politics,ewc-usgub-nv-2026-11-03-dem,SELL,123,0.46,sell,5.0187,11.57,0.31875,41,45,0.581,0.45,0.46,-0.1413,144,an exit — its fill reduces the position it sits on,CFM5GV0GWTN3
1789369643.3,politics,ewc-usgub-nv-2026-11-03-dem,SELL,113,0.46,sell,2.7968,11.7,0.31875,42,46,0.689,0.45,0.46,-0.1413,31,an exit — its fill reduces the position it sits on,CFM5GV0GWTN3
1789371831.7,politics,paccc-usho-midterms-2026-11-03-dem,SELL,21,0.847,focus,13.5956,0.61,0.8637,86,88,0.887,0.846,0.847,0.0167,-367,focus entry: ~$18.94/day; fill odds 78%/day; EV +14.17/day,CFY2YP9VYTN3
1789372720.6,politics,paccc-usho-midterms-2026-11-03-dem,SELL,-57,0.844,fix,2.6506,0.39,0.8637,83,85,0.763,0.843,0.844,0.0197,-88,size trimmed by 57 to the exchange's count (order CFM2FMRX0TN1),CFM2FMRX0TN1
1789373387.0,politics,enwc-uspres-nom-rep-2028-tuccar,SELL,22.97,0.04,hand,,54.12,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CE5R6YXEWTN3
1789373387.0,politics,paccc-usho-midterms-2026-11-03-dem,SELL,57,0.844,backfill,,0.38,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFM2FMRX0TN1
1789373387.0,politics,ewc-usp-2028-11-07-tuccar,SELL,39.63,0.03,hand,,54.95,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CE5RSSB2PTMP
1789373387.0,politics,ussewc-usse-ma-2026-11-03-dem,SELL,3.9,0.96,backfill,,11.34,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFD5F48D4TMM
1789373387.0,politics,usgubewc-usgub-mn-2026-11-03-dem,SELL,33.11,0.93,backfill,,22.16,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CF4TZZYBGTN0
1789373387.0,politics,usgubewc-usgub-wy-2026-11-03-dem,SELL,28.66,0.03,hand,,64.98,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CE3VTVRDCTMM
1789373387.0,politics,ussewc-usse-sd-2026-11-03-rep,SELL,1.09,0.91,backfill,,27.17,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CF4RE10D2TN1
1789373387.0,nfl,tec-nfl-afcsouth-2027-01-10-w-hou,SELL,0.1,0.42,backfill,,1.14,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFKCW23MJTMQ
1789374299.7,politics,ushrewc-ushr-ia-01-2026-11-03-rep,BUY,140,0.29,focus,6.4341,1.29,,29,33,0,0.29,0.3,-0.02,140,focus entry: ~$6.64/day; fill odds 66%/day; EV +4.41/day,CFY397DE6TMQ
1789374917.5,politics,ussewc-usse-sc-2026-11-03-rep,SELL,3,0.89,manual,0,3.94,0.8972,84,88,0.569,0.85,0.89,0.0072,7,the owner's own order — the engine leaves it alone,CFW04G4MWTMP
1789375482.5,politics,ussewc-usse-sc-2026-11-03-rep,SELL,0.01,0.89,backfill,,4.1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFW04G4MWTMP
1789375503.4,politics,ussewc-usse-sc-2026-11-03-rep,SELL,0.66,0.89,manual,0.0098,4.1,0.8972,85,89,0.682,0.85,0.88,0.0072,6.34,the owner's own order — the engine leaves it alone,CFW04G4MWTMP
1789376989.3,politics,ewc-usp-2028-11-07-tuccar,SELL,-23.67,0.03,fix,,54.95,,,,,,,,,size trimmed by 23.67 to the exchange's count (order CE5RSSB2PTMP),CE5RSSB2PTMP
1789376989.3,politics,ewc-usp-2028-11-07-tuccar,SELL,-15.96,0.03,fix,,54.95,,,,,,,,,size trimmed by 15.96 to the exchange's count (order CE5RSSB2PTMP),CE5RSSB2PTMP
1789376989.3,politics,usgubewc-usgub-wy-2026-11-03-dem,SELL,-28.66,0.03,fix,,64.98,,,,,,,,,size trimmed by 28.66 to the exchange's count (order CE3VTVRDCTMM),CE3VTVRDCTMM
1789376989.3,politics,usgubewc-usgub-mn-2026-11-03-dem,SELL,-33.11,0.93,fix,,22.16,,,,,,,,,size trimmed by 33.11 to the exchange's count (order CF4TZZYBGTN0),CF4TZZYBGTN0
1789376989.3,politics,ussewc-usse-ma-2026-11-03-dem,SELL,-3.9,0.96,fix,,11.34,,,,,,,,,size trimmed by 3.9 to the exchange's count (order CFD5F48D4TMM),CFD5F48D4TMM
1789376989.3,politics,ussewc-usse-sd-2026-11-03-rep,SELL,-1.09,0.91,fix,,27.17,,,,,,,,,size trimmed by 1.09 to the exchange's count (order CF4RE10D2TN1),CF4RE10D2TN1
1789376989.3,politics,ussewc-usse-sc-2026-11-03-rep,SELL,0.01,0.89,backfill,,4.1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CFW04G4MWTMP
1789389074.0,politics,paccc-usse-midterms-2026-11-03-rep,SELL,91,0.509,sell,0,0,0.4309,51,53,0.828,0.509,0.51,-0.0781,37,taker dump — sold into the bid (the carved exception),CG2QWTXK8VB5
1789389099.0,politics,ewc-usp-2028-11-07-dontru,SELL,17,0.01,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG2RBQ7CWVB9
1789389220.3,cfb,aachc-cfb-wins-2026-11-28-nd-8pt5wins,BUY,1,0.97,sell,0,0.09,,91,98,0.452,0.88,0.89,0.02,2,buying back the short at or under what it sold for — the bid earns while it wait,CG2Q9NDPCVBA
1789389287.5,politics,ewc-usp-2028-11-07-dontru,SELL,17,0.01,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG2T43C24VBE
1789389700.5,politics,ussewc-usse-sd-2026-11-03-rep,SELL,2,0.69,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2XBXBFPVB6
1789389815.8,politics,ussewc-usse-sd-2026-11-03-rep,SELL,2,0.69,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2Y8T88AVB3
1789389831.4,politics,ewc-usgub-ca-2026-11-03-xavbec,SELL,20,0.91,backfill,,0.04,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2X9G34GVB5
1789389867.4,politics,ushrewc-ushr-nc-01-2026-11-03-rep,SELL,6,0.28,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2YGT8DTVB3
1789389897.8,politics,ushrewc-ushr-wa-03-2026-11-03-dem,SELL,23,0.81,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2YZJC46VB7
1789389910.2,politics,ewc-usgub-az-2026-11-03-rep,BUY,199,0.17,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZAX81JVB9
1789389910.6,politics,ewc-usgub-wi-2026-11-03-rep,SELL,15,0.14,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2YYERGCVB2
1789389942.2,politics,ewc-usse-nc-2026-11-03-rep,BUY,10,0.12,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZGWE16VB4
1789389959.2,politics,paccc-balpow-2026-11-03-dhou-rsen,SELL,22,0.29,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZEZDVGVBA
1789389970.9,politics,usgubewc-usgub-nh-2026-11-03-rep,BUY,4,0.92,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZEBS5RVB3
1789389986.5,politics,ushrewc-ushr-va-02-2026-11-03-rep,BUY,13,0.29,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZXF74EVB5
1789390008.7,politics,ushrewc-ushr-ia-01-2026-11-03-dem,SELL,11,0.68,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZZTHECVB2
1789390030.0,politics,paccc-usse-midterms-2026-11-03-dem,BUY,43,0.493,backfill,,0.25,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2RD2M0GVB4
1789390083.5,politics,ussewc-usse-sc-2026-11-03-rep,SELL,-3.67,0.89,fix,0.0023,7.16,0.8972,86,90,0.738,0.49,0.99,0.0072,2.33,size trimmed by 3.67 to the exchange's count (order CFW04G4MWTMP),CFW04G4MWTMP
1789390083.5,politics,usgubewc-usgub-ct-2026-11-03-dem,SELL,20,0.93,void,1.3673,38.4,0.996875,92,96,0.41,0.49,0.99,0.0669,-20,voided: the exchange has no trade for order CF12JWBTWTMX — the row of 09-14 11:4,CF12JWBTWTMX
1789390083.5,politics,ewc-usp-2028-11-07-dontru,SELL,17,0.01,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG2RBQ7CWVB9
1789390083.5,politics,ewc-usp-2028-11-07-dontru,SELL,17,0.01,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG2T43C24VBE
1789390083.5,politics,ussewc-usse-sd-2026-11-03-rep,SELL,2,0.69,backfill,,0,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2XBXBFPVB6
1789390083.5,politics,ussewc-usse-sd-2026-11-03-rep,SELL,2,0.69,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2Y8T88AVB3
1789390083.5,politics,ewc-usgub-ca-2026-11-03-xavbec,SELL,20,0.91,backfill,,0.04,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2X9G34GVB5
1789390083.5,politics,ushrewc-ushr-nc-01-2026-11-03-rep,SELL,6,0.28,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2YGT8DTVB3
1789390083.5,politics,ushrewc-ushr-wa-03-2026-11-03-dem,SELL,23,0.81,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2YZJC46VB7
1789390083.5,politics,ewc-usgub-az-2026-11-03-rep,BUY,199,0.17,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZAX81JVB9
1789390083.5,politics,ewc-usgub-wi-2026-11-03-rep,SELL,15,0.14,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2YYERGCVB2
1789390083.5,politics,ewc-usse-nc-2026-11-03-rep,BUY,10,0.12,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZGWE16VB4
1789390083.5,politics,paccc-balpow-2026-11-03-dhou-rsen,SELL,22,0.29,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZEZDVGVBA
1789390083.5,politics,usgubewc-usgub-nh-2026-11-03-rep,BUY,4,0.92,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZEBS5RVB3
1789390083.5,politics,ushrewc-ushr-va-02-2026-11-03-rep,BUY,13,0.29,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZXF74EVB5
1789390083.5,politics,ushrewc-ushr-ia-01-2026-11-03-dem,SELL,11,0.68,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from its order intent,CG2ZZTHECVB2
1789390083.5,politics,paccc-usse-midterms-2026-11-03-dem,BUY,43,0.493,backfill,,0.25,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2RD2M0GVB4
1789390083.5,politics,ewc-usgub-wi-2026-11-03-rep,SELL,11,0.14,focus,16.6992,0.05,0.22,15,20,0,0.11,0.14,0.08,-15,focus entry: ~$107.83/day; fill odds 48%/day; EV +105.27/day,CG2YYERGCVB2
1789390145.7,politics,enwc-uspres-nom-rep-2028-elomus,SELL,10,0.01,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG3141DRRVB6
1789390148.0,politics,ushrewc-ushr-va-02-2026-11-03-rep,BUY,13,0.29,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG3183BQEVB3
1789390571.0,politics,usgubewc-usgub-ny-2026-11-03-dem,SELL,121,0.85,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG34N717AVB2
1789390648.2,politics,usgubewc-usgub-ny-2026-11-03-dem,SELL,121,0.86,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG34S5QP8VB3
1789390957.6,politics,ussewc-usse-co-2026-11-03-rep,BUY,202,0.08,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG3776A9TVB5
1789391090.0,politics,ewc-usgub-wi-2026-11-03-rep,SELL,6,0.13,focus,73.1084,0.01,0.22,16,21,0.453,0.12,0.14,0.09,-32,focus entry: ~$76.25/day; fill odds 48%/day; EV +75.95/day,CG38151ZTVB6
1789391186.9,politics,usgubewc-usgub-ny-2026-11-03-dem,SELL,123,0.87,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG38X3F2TVB4
1789391278.5,politics,ussewc-usse-co-2026-11-03-rep,BUY,183,0.08,focus,61.5421,0.01,0.004725,1,5,0,0.04,0.11,0.0753,385,focus entry: ~$54.67/day; fill odds 57%/day; EV +47.79/day,CG39GEM6CVBE
1789391338.5,politics,ushrewc-ushr-oh-09-2026-11-03-rep,SELL,9.98,0.24,focus,6.964,0.18,,23,29,0,0.23,0.24,0.02,-9.98,focus entry: ~$9.38/day; fill odds 79%/day; EV +7.03/day,CG35ENQNAVB7
1789391398.5,politics,ushrewc-ushr-me-02-2026-11-03-dem,SELL,5,0.39,sell,15.3176,0.12,,38,45,0,0.38,0.39,0.02,225,an exit — its fill reduces the position it sits on,CG37F396AVBE
1789391518.5,politics,ushrewc-ushr-ne-02-2026-11-03-rep,BUY,290,0.11,focus,47.6899,0.01,,4,10,0,0.1,0.12,0.04,290,focus entry: ~$47.69/day; fill odds 65%/day; EV +34.45/day,CG3BC13J6VB4
1789391578.5,politics,paccc-usse-midterms-2026-11-03-rep,SELL,4,0.51,sell,1.9381,0.46,0.4309,51,53,0.796,0.509,0.51,-0.0791,33,an exit — its fill reduces the position it sits on,CG2Z697PTVB2
1789391784.3,politics,paccc-usho-midterms-2026-11-03-rep,SELL,37,0.165,sell,13.4679,0.28,0.1363,16,18,0.881,0.164,0.165,-0.0287,131,an exit — its fill reduces the position it sits on,CG35ZZ4YJVB2
1789391784.3,politics,ushrewc-ushr-wa-03-2026-11-03-dem,SELL,83,0.85,focus,2.9728,0.08,,84,89,0.452,0.84,0.85,0.01,-106,focus entry: ~$14.10/day; fill odds 79%/day; EV +12.45/day,CG3BA2YPGVB8
1789391904.3,politics,paccc-usse-midterms-2026-11-03-rep,SELL,33,0.51,sell,2.0457,0.55,0.4309,51,54,0.825,0.509,0.51,-0.0791,0,an exit — its fill reduces the position it sits on,CG2Z697PTVB2
1789392087.2,politics,paccc-usho-midterms-2026-11-03-dem,SELL,50,0.847,focus,30.9165,0.16,0.8637,86,88,0.886,0.846,0.847,0.0167,-417,focus entry: ~$151.07/day; fill odds 79%/day; EV +149.38/day,CG3BC19NTVB4
1789392393.5,politics,enwc-uspres-nom-dem-2028-dwajoh,SELL,9,0.01,manual,0.7831,0.5,,1,2,0.034,,0.01,0,55,the owner's own order — the engine leaves it alone,CG33CNY3YVB2
1789392453.5,politics,ushrewc-ushr-me-02-2026-11-03-dem,SELL,10,0.39,sell,14.9522,0.42,,40,46,0.453,0.38,0.39,0.04,215,an exit — its fill reduces the position it sits on,CG37F396AVBE
1789392813.5,politics,paccc-balpow-2026-11-03-dhou-rsen,SELL,2,0.3,focus,0,0.48,,31,38,0.451,0.29,0.3,0.04,-62,focus entry: ~$0.57/day; fill odds 79%/day; EV +0.52/day,CG38GT4W6VB8
1789392875.0,politics,paccc-usse-midterms-2026-11-03-rep,BUY,33,0.509,backfill,,0.21,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3FV5CFPVBA
1789392933.5,politics,paccc-usse-midterms-2026-11-03-rep,BUY,51,0.509,focus,52.1869,0.22,0.4309,52,54,0.831,0.509,0.51,0.0781,51,focus entry: ~$5.33/day; fill odds 58%/day; EV +3.45/day,CG3FV5CFPVBA
1789393038.2,politics,paccc-usho-midterms-2026-11-03-dem,BUY,69,0.849,backfill,,0.08,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3MZBP34VB7
1789393119.5,politics,ewc-usgub-wi-2026-11-03-rep,SELL,6,0.17,focus,1.2204,0.16,0.22,17,21,0.622,0.16,0.17,0.05,-38,focus entry: ~$0.80/day; fill odds 48%/day; EV +0.58/day,CG3KCRYEYVB2
1789393468.6,politics,paccc-usho-midterms-2026-11-03-dem,SELL,88,0.85,backfill,,0.1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3QN84ZYVBE
1789393474.5,politics,paccc-usho-midterms-2026-11-03-dem,BUY,136,0.849,backfill,,0.1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3R01SB0VB6
1789393552.3,politics,paccc-usse-midterms-2026-11-03-dem,BUY,133,0.493,backfill,,0.92,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG325K3XPVB5
1789393692.4,politics,scc-senate-gop-2026-11-03-50,BUY,-69.02,0.22,fix,22.8817,0.72,0.137375,14,19,0.285,0.18,0.21,0.0826,382,size trimmed by 69.02 to the exchange's count (order CFPSMPGV4TMP),CFPSMPGV4TMP
1789393692.4,politics,ussewc-usse-sd-2026-11-03-rep,SELL,-2,0.69,fix,0,0.11,0.987825,91,94,0.767,0.8,0.93,0.2978,0,size trimmed by 2 to the exchange's count (order CG2XBXBFPVB6),CG2XBXBFPVB6
1789393692.4,politics,ussewc-usse-sd-2026-11-03-rep,SELL,-2,0.69,fix,0,0.08,0.987825,91,94,0.767,0.8,0.93,0.2978,-2,size trimmed by 2 to the exchange's count (order CG2Y8T88AVB3),CG2Y8T88AVB3
1789393692.4,politics,ewc-usgub-ca-2026-11-03-xavbec,SELL,-20,0.91,fix,1.0111,0.11,0.999475,90,94,0.662,0.91,0.92,0.0895,0,size trimmed by 20 to the exchange's count (order CG2X9G34GVB5),CG2X9G34GVB5
1789393692.4,politics,ushrewc-ushr-nc-01-2026-11-03-rep,SELL,-6,0.28,fix,62.5,0.06,,25,40,0,0.27,0.54,0.05,-6,size trimmed by 6 to the exchange's count (order CG2YGT8DTVB3),CG2YGT8DTVB3
1789393692.4,politics,ushrewc-ushr-wa-03-2026-11-03-dem,SELL,-23,0.81,fix,62.4998,0.05,,82,90,0,0.8,0.88,0.05,-23,size trimmed by 23 to the exchange's count (order CG2YZJC46VB7),CG2YZJC46VB7
1789393692.4,politics,ewc-usgub-az-2026-11-03-rep,BUY,-199,0.17,fix,129.303,0.05,0.070125,10,17,0,0.17,0.21,0.0999,199,size trimmed by 199 to the exchange's count (order CG2ZAX81JVB9),CG2ZAX81JVB9
1789393692.4,politics,ewc-usgub-wi-2026-11-03-rep,SELL,-4,0.14,fix,16.6992,0.05,0.22,15,20,0,0.11,0.14,0.08,-15,size trimmed by 4 to the exchange's count (order CG2YYERGCVB2),CG2YYERGCVB2
1789393692.4,politics,ewc-usse-nc-2026-11-03-rep,BUY,-10,0.12,fix,102.482,0.04,0.114575,10,14,0.491,0.12,0.13,0.0054,10,size trimmed by 10 to the exchange's count (order CG2ZGWE16VB4),CG2ZGWE16VB4
1789393692.4,politics,paccc-balpow-2026-11-03-dhou-rsen,SELL,-22,0.29,fix,0,0.04,,25,37,0,0.24,0.3,0.03,-60,size trimmed by 22 to the exchange's count (order CG2ZEZDVGVBA),CG2ZEZDVGVBA
1789393692.4,politics,ushrewc-ushr-va-02-2026-11-03-rep,BUY,-13,0.29,fix,62.5,0.03,,20,33,0,0.12,0.3,0.04,13,size trimmed by 13 to the exchange's count (order CG2ZXF74EVB5),CG2ZXF74EVB5
1789393692.4,politics,ushrewc-ushr-ia-01-2026-11-03-dem,SELL,-11,0.68,fix,62.5,0.02,,66,75,0,0.67,0.89,0.03,-11,size trimmed by 11 to the exchange's count (order CG2ZZTHECVB2),CG2ZZTHECVB2
1789393692.4,politics,paccc-usse-midterms-2026-11-03-rep,BUY,27,0.531,void,9.7856,0.82,0.4309,53,55,0.795,0.531,0.532,0.1001,142,voided: the exchange has no trade for order CFPVEH5E4TMY — the row of 09-13 23:2,CFPVEH5E4TMY
1789393692.4,politics,enwc-uspres-nom-rep-2028-elomus,SELL,10,0.01,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG3141DRRVB6
1789393692.4,politics,ushrewc-ushr-va-02-2026-11-03-rep,BUY,13,0.29,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG3183BQEVB3
1789393692.4,politics,usgubewc-usgub-ny-2026-11-03-dem,SELL,121,0.85,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG34N717AVB2
1789393692.4,politics,usgubewc-usgub-ny-2026-11-03-dem,SELL,121,0.86,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG34S5QP8VB3
1789393692.4,politics,ussewc-usse-co-2026-11-03-rep,BUY,202,0.08,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG3776A9TVB5
1789393692.4,politics,usgubewc-usgub-ny-2026-11-03-dem,SELL,123,0.87,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG38X3F2TVB4
1789393692.4,politics,paccc-usse-midterms-2026-11-03-rep,BUY,33,0.509,backfill,,0.21,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3FV5CFPVBA
1789393692.4,politics,paccc-usho-midterms-2026-11-03-dem,BUY,69,0.849,backfill,,0.08,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3MZBP34VB7
1789393692.4,politics,paccc-usho-midterms-2026-11-03-dem,SELL,88,0.85,backfill,,0.1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3QN84ZYVBE
1789393692.4,politics,paccc-usho-midterms-2026-11-03-dem,BUY,136,0.849,backfill,,0.1,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3R01SB0VB6
1789393692.4,politics,paccc-usse-midterms-2026-11-03-dem,BUY,133,0.493,backfill,,0.92,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG325K3XPVB5
1789394317.4,politics,paccc-usho-midterms-2026-11-03-dem,BUY,136,0.849,backfill,,0.21,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3VG258EVB5
1789394487.4,politics,ushrewc-ushr-me-02-2026-11-03-dem,SELL,10,0.39,sell,19.9746,0.37,,41,47,0.622,0.38,0.39,0.05,205,an exit — its fill reduces the position it sits on,CG3R4C4VTVB4
1789394727.4,politics,ushrewc-ushr-me-02-2026-11-03-dem,SELL,10,0.39,sell,19.333,0.43,,42,47,0.712,0.38,0.39,0.05,195,an exit — its fill reduces the position it sits on,CG3R4C4VTVB4
1789394727.4,politics,ushrewc-ushr-oh-09-2026-11-03-rep,SELL,25,0.24,focus,49.0729,0.05,,25,29,0.45,0.23,0.24,0.03,-35,focus entry: ~$6.32/day; fill odds 79%/day; EV +3.93/day,CG42XYHMRVB7
1789394744.1,politics,ushrewc-ushr-oh-09-2026-11-03-rep,SELL,23.24,0.24,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG447Z8C0VBE
1789394957.6,politics,paccc-usse-midterms-2026-11-03-dem,SELL,24,0.494,backfill,,0.25,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG3Z864V6VB3
1789394967.3,politics,paccc-usse-midterms-2026-11-03-dem,SELL,59,0.494,focus,5.3273,0.25,0.5,49,50,0.918,0.493,0.494,0.006,-59,focus entry: ~$4.31/day; fill odds 55%/day; EV +0.28/day,CG3Z864V6VB3
1789395193.6,politics,paccc-balpow-2026-11-03-dhou-rsen,SELL,86,0.43,hand,,0,,,,,,,,,your own trade — from the exchange's record; direction from the position move,CG47W1PJ2VBA
1789395332.9,politics,paccc-balpow-2026-11-03-dhou-rsen,BUY,62,0.42,backfill,,0.04,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG47WAZJ4VB7
1789395540.2,politics,paccc-balpow-2026-11-03-dhou-rsen,SELL,86,0.33,sell,187.5,0.04,,34,41,0.62,0.34,0.46,0.04,0,an exit — its fill reduces the position it sits on,CG49KE4CMVBE
1789395701.1,politics,ewc-usse-me-2026-11-03-rep,SELL,182,0.33,sell,4.5468,1.84,0.3273,31,34,0.757,0.32,0.33,-0.0027,68,selling filled stock — it earns while it waits,CG2R7Y26JVBE
1789395701.1,politics,ushrewc-ushr-me-02-2026-11-03-dem,SELL,10,0.39,sell,18.73,0.7,,42,47,0.767,0.38,0.39,0.06,185,an exit — its fill reduces the position it sits on,CG3R4C4VTVB4
1789395881.1,politics,paccc-usse-midterms-2026-11-03-rep,BUY,6,0.509,focus,115.052,0.07,0.4309,50,53,0.835,0.509,0.51,0.0781,90,focus entry: ~$1.58/day; fill odds 58%/day; EV +1.40/day,CG4B1FHA2VB4
1789395908.9,politics,ewc-usgub-ia-2026-11-03-rep,BUY,1,0.27,backfill,,1.67,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG2YZJMMEVB7
1789396061.1,politics,paccc-balpow-2026-11-03-dhou-rsen,BUY,53,0.43,focus,181.795,0,,36,43,0.711,0.42,0.46,0.04,53,focus entry: ~$181.79/day; fill odds 64%/day; EV +177.32/day,CG4EB62JMVB9
1789396061.1,politics,usgubewc-usgub-fl-2026-11-03-dem,BUY,30,0.26,focus,21.5828,0,0.29155,23,26,0.759,0.25,0.27,-0.0316,175,focus entry: ~$21.58/day; fill odds 46%/day; EV +20.71/day,CG4ECK4RYVB4
1789396189.8,politics,scc-hrep-rep-2026-11-03-gte185,SELL,0.3,0.99,backfill,,1.58,,,,,,,,,recovered from the exchange's transaction history — this fill was never journale,CG340FNH2VB6
1789396241.1,politics,scc-hrep-rep-2026-11-03-gte185,SELL,48,0.99,manual,0,1.57,0.889175,86,92,0,0.86,0.99,-0.1008,-48,the owner's own order — the engine leaves it alone,CG340FNH2VB6
1789396389.7,politics,paccc-usho-midterms-2026-11-03-rep,SELL,131,0.165,sell,10.7228,1.56,0.1363,17,18,0.889,0.164,0.165,-0.0287,0,an exit — its fill reduces the position it sits on,CG35ZZ4YJVB2
1789396509.7,politics,ussewc-usse-sd-2026-11-03-rep,BUY,2,0.92,sell,0.5849,1.73,0.987825,91,94,0.799,0.84,0.95,-0.0678,0,buying back the short at or under what it sold for — the bid earns while it wait,CG32F1TSPVB4
